price,bedrooms,bathrooms,zipcode,lat,long
570000.0,3,1.75,98052,47.7015,-122.164
425000.0,3,1.75,98125,47.7222,-122.32
1350000.0,4,3.25,98112,47.6394,-122.29899999999999
229950.0,2,1.0,98178,47.5028,-122.243
222900.0,2,1.0,98056,47.4979,-122.18299999999999
697000.0,4,2.5,98074,47.6125,-122.01
760000.0,4,2.5,98027,47.5353,-122.066
660000.0,3,2.5,98155,47.7644,-122.29
812500.0,4,2.5,98006,47.5426,-122.135
374500.0,4,2.5,98092,47.3263,-122.18
429000.0,2,1.0,98122,47.6078,-122.291
665000.0,4,3.5,98027,47.5377,-122.046
374950.0,3,2.5,98028,47.7614,-122.229
1100000.0,4,4.0,98074,47.6476,-122.079
154000.0,2,1.0,98014,47.6981,-121.875
289000.0,3,1.5,98058,47.4511,-122.089
527000.0,4,2.5,98056,47.5227,-122.19
420000.0,3,1.75,98033,47.7027,-122.198
310000.0,3,1.0,98034,47.7116,-122.213
830000.0,3,3.5,98045,47.4419,-121.736
782500.0,4,2.5,98074,47.6219,-122.024
698000.0,3,2.75,98052,47.6491,-122.12
760000.0,3,2.5,98040,47.5419,-122.214
432500.0,3,2.5,98125,47.724,-122.32700000000001
344950.0,3,1.75,98058,47.4428,-122.134
415000.0,4,2.25,98023,47.3202,-122.383
285000.0,3,2.5,98038,47.3613,-122.041
270000.0,1,1.0,98103,47.6928,-122.337
237500.0,2,1.0,98155,47.7389,-122.324
923990.0,4,2.5,98052,47.7053,-122.126
630000.0,4,2.5,98034,47.7034,-122.236
575000.0,3,1.75,98006,47.5697,-122.163
615000.0,3,2.0,98075,47.5898,-122.00399999999999
750000.0,5,2.75,98144,47.5906,-122.316
435000.0,3,2.5,98115,47.6832,-122.286
1000000.0,4,2.5,98112,47.6304,-122.309
299990.0,3,2.5,98023,47.2925,-122.346
300000.0,3,1.0,98133,47.7304,-122.352
237500.0,3,1.75,98022,47.1967,-121.99799999999999
581000.0,3,2.5,98053,47.6799,-122.03399999999999
685650.0,3,1.75,98005,47.5919,-122.175
240000.0,3,1.0,98055,47.4804,-122.229
362000.0,3,1.0,98028,47.7641,-122.265
340000.0,4,2.25,98178,47.4984,-122.23
1240000.0,4,3.0,98144,47.5886,-122.287
536500.0,4,2.5,98144,47.591,-122.29299999999999
539000.0,3,2.5,98103,47.6543,-122.34700000000001
550000.0,3,2.75,98075,47.5791,-122.04799999999999
580000.0,2,1.5,98199,47.6521,-122.398
1020000.0,5,3.5,98075,47.5618,-122.037
675900.0,3,2.5,98059,47.4855,-122.149
475000.0,3,2.5,98053,47.6802,-122.031
657000.0,4,2.75,98074,47.6198,-122.038
988000.0,4,3.0,98052,47.7205,-122.12700000000001
379500.0,4,2.25,98022,47.2041,-122.021
834500.0,3,2.25,98199,47.6442,-122.406
499000.0,3,1.5,98107,47.6693,-122.37100000000001
343000.0,3,1.0,98034,47.7143,-122.211
425000.0,3,2.25,98034,47.7176,-122.236
257000.0,2,1.0,98133,47.7407,-122.351
550000.0,4,2.5,98006,47.5551,-122.17200000000001
281000.0,3,1.5,98125,47.7162,-122.29299999999999
470101.0,4,2.5,98028,47.7738,-122.266
265000.0,3,2.5,98146,47.5132,-122.35799999999999
327500.0,3,2.25,98058,47.4464,-122.12299999999999
274000.0,3,1.75,98055,47.4333,-122.194
905000.0,4,2.5,98040,47.5873,-122.249
920000.0,4,2.75,98006,47.5675,-122.16
865000.0,4,2.5,98117,47.6814,-122.359
270000.0,3,2.25,98188,47.4571,-122.272
492000.0,4,2.5,98065,47.5202,-121.87
243000.0,3,1.75,98001,47.3575,-122.28
615000.0,3,2.25,98072,47.7221,-122.12
250000.0,3,2.0,98022,47.208999999999996,-122.012
268000.0,3,1.75,98055,47.4725,-122.18700000000001
402000.0,4,1.75,98133,47.7651,-122.339
379900.0,3,2.5,98126,47.5442,-122.37100000000001
401500.0,4,1.0,98133,47.7627,-122.353
724000.0,2,1.0,98117,47.7006,-122.38600000000001
248500.0,3,1.75,98002,47.3095,-122.21700000000001
190000.0,2,1.0,98178,47.4973,-122.221
255000.0,2,1.0,98118,47.5445,-122.273
320000.0,2,1.5,98103,47.6931,-122.34200000000001
210000.0,3,1.5,98042,47.3675,-122.147
287500.0,4,2.5,98001,47.338,-122.258
303700.0,3,2.5,98030,47.3668,-122.178
525000.0,3,1.5,98107,47.674,-122.37899999999999
375000.0,3,1.75,98125,47.7231,-122.301
370000.0,4,2.5,98030,47.3846,-122.169
454000.0,3,2.5,98045,47.46,-121.708
695000.0,3,3.25,98117,47.695,-122.399
460000.0,3,1.75,98007,47.6112,-122.133
659000.0,3,1.5,98122,47.6138,-122.29899999999999
500000.0,3,2.25,98028,47.747,-122.24799999999999
749999.0,5,2.25,98006,47.5585,-122.117
200000.0,2,1.0,98178,47.4941,-122.24
233500.0,3,1.5,98002,47.2903,-122.214
1500000.0,3,3.25,98144,47.5744,-122.28299999999999
260000.0,3,2.5,98146,47.511,-122.359
307000.0,3,1.75,98014,47.6927,-121.913
340000.0,3,1.0,98133,47.7294,-122.353
655000.0,4,2.5,98074,47.6222,-122.03399999999999
299900.0,4,2.5,98042,47.3482,-122.15299999999999
345000.0,2,2.25,98118,47.5663,-122.29
437500.0,3,2.25,98070,47.3668,-122.505
1030000.0,4,3.25,98059,47.521,-122.15
419700.0,3,2.25,98116,47.5694,-122.387
405000.0,4,2.5,98059,47.4943,-122.15700000000001
460000.0,3,1.0,98136,47.5327,-122.39200000000001
863000.0,4,1.75,98115,47.6803,-122.31299999999999
455000.0,5,2.25,98042,47.3342,-122.10799999999999
1580000.0,5,3.75,98040,47.5895,-122.229
280000.0,2,1.0,98106,47.5232,-122.354
245000.0,4,2.25,98001,47.3241,-122.275
852500.0,4,2.5,98052,47.6841,-122.161
260000.0,3,1.0,98106,47.519,-122.352
447500.0,4,2.5,98001,47.3003,-122.26299999999999
569500.0,4,2.5,98177,47.7695,-122.368
525000.0,4,2.0,98052,47.6899,-122.12200000000001
295000.0,3,1.75,98070,47.4341,-122.446
998000.0,4,3.25,98058,47.413999999999994,-122.087
500000.0,4,2.5,98019,47.7359,-121.962
275000.0,4,1.75,98042,47.373999999999995,-122.141
381000.0,2,2.0,98053,47.7175,-122.03299999999999
403950.0,4,2.5,98146,47.4987,-122.365
650000.0,4,2.5,98103,47.6662,-122.338
624500.0,6,3.0,98075,47.575,-122.03299999999999
275000.0,3,2.0,98118,47.5558,-122.27
383000.0,4,1.75,98028,47.7333,-122.24600000000001
835000.0,4,2.75,98052,47.6993,-122.102
583500.0,3,1.75,98052,47.6928,-122.125
456000.0,4,1.0,98052,47.6955,-122.116
215000.0,4,2.5,98038,47.3638,-122.053
180000.0,2,1.0,98155,47.762,-122.321
700000.0,3,2.5,98052,47.6911,-122.103
374000.0,2,2.25,98118,47.5663,-122.289
540000.0,3,2.5,98105,47.6619,-122.324
201000.0,3,1.0,98001,47.2633,-122.245
645000.0,4,1.75,98040,47.5795,-122.235
422500.0,3,2.0,98103,47.6923,-122.33200000000001
555000.0,3,2.5,98029,47.5751,-122.014
185000.0,1,1.0,98118,47.5289,-122.272
1050000.0,2,3.0,98112,47.6316,-122.28200000000001
373000.0,3,1.75,98034,47.7319,-122.167
624000.0,4,3.0,98107,47.6728,-122.396
438000.0,4,2.5,98059,47.4893,-122.13799999999999
295000.0,3,2.0,98030,47.3838,-122.184
735000.0,4,1.75,98004,47.6079,-122.195
575000.0,5,1.75,98027,47.4908,-122.059
535000.0,3,1.0,98024,47.552,-121.89
383001.0,3,1.0,98034,47.7267,-122.241
980000.0,4,4.25,98004,47.6322,-122.20299999999999
325000.0,1,1.0,98144,47.5943,-122.29899999999999
666500.0,4,2.5,98074,47.6067,-122.01700000000001
515000.0,4,2.5,98166,47.4413,-122.345
765000.0,4,2.5,98177,47.7119,-122.365
838300.0,6,2.5,98117,47.6976,-122.381
150000.0,3,1.0,98178,47.5056,-122.244
450000.0,5,3.5,98023,47.3008,-122.38600000000001
1680000.0,4,3.75,98005,47.6406,-122.156
310000.0,4,2.5,98030,47.3817,-122.204
440000.0,1,1.0,98010,47.327,-122.039
433500.0,3,1.75,98103,47.6985,-122.348
616950.0,5,3.5,98106,47.5542,-122.359
625000.0,3,2.75,98102,47.6244,-122.32600000000001
263850.0,4,2.25,98023,47.313,-122.38799999999999
530000.0,3,1.75,98005,47.6028,-122.167
229000.0,3,2.0,98166,47.4783,-122.338
530000.0,3,2.0,98166,47.4695,-122.366
469000.0,3,2.25,98034,47.7208,-122.236
170000.0,1,1.0,98065,47.5253,-121.82600000000001
527000.0,4,2.25,98011,47.7663,-122.215
504500.0,3,2.5,98103,47.6523,-122.346
770000.0,3,2.5,98006,47.5708,-122.15299999999999
434900.0,3,2.0,98177,47.777,-122.36200000000001
808250.0,3,2.0,98119,47.6419,-122.368
666000.0,3,2.5,98144,47.5781,-122.29299999999999
406430.0,3,2.0,98075,47.5951,-122.036
100000.0,2,1.0,98178,47.4933,-122.245
350000.0,3,2.25,98058,47.4459,-122.124
285000.0,3,1.0,98108,47.5468,-122.29299999999999
365000.0,3,2.5,98115,47.6844,-122.31700000000001
606150.0,4,1.75,98008,47.6208,-122.09899999999999
350000.0,3,1.0,98056,47.5233,-122.185
240000.0,3,2.0,98042,47.3694,-122.083
651000.0,3,2.0,98116,47.5664,-122.389
528000.0,5,1.75,98033,47.6625,-122.178
439000.0,3,2.25,98178,47.5078,-122.236
362000.0,3,2.75,98029,47.5477,-122.00299999999999
230000.0,5,1.0,98168,47.4756,-122.294
802000.0,4,2.25,98006,47.5672,-122.161
507000.0,3,1.0,98115,47.6853,-122.286
329000.0,5,2.75,98092,47.2622,-122.212
245000.0,2,1.0,98133,47.7321,-122.34100000000001
275000.0,3,1.5,98056,47.5069,-122.189
469950.0,5,2.0,98105,47.6677,-122.321
253905.0,3,1.0,98056,47.5112,-122.167
520000.0,2,1.0,98107,47.6733,-122.37
555000.0,2,2.25,98105,47.6647,-122.28399999999999
527000.0,4,2.25,98008,47.6164,-122.115
865000.0,3,1.5,98004,47.6387,-122.20700000000001
580000.0,3,2.5,98103,47.6681,-122.355
549000.0,3,2.25,98199,47.6521,-122.4
478500.0,3,1.0,98136,47.5304,-122.387
370000.0,3,2.25,98038,47.3725,-122.06
764000.0,3,2.0,98103,47.6801,-122.348
322000.0,3,1.75,98056,47.5076,-122.17299999999999
342000.0,3,3.0,98144,47.5943,-122.296
525000.0,5,1.0,98105,47.6605,-122.324
255000.0,3,1.5,98188,47.4565,-122.27600000000001
430000.0,2,2.25,98122,47.6037,-122.307
630000.0,4,2.5,98008,47.6317,-122.124
655000.0,4,2.5,98117,47.6915,-122.381
212000.0,3,1.5,98022,47.2057,-122.00299999999999
462500.0,2,2.0,98112,47.621,-122.303
170000.0,3,0.75,98055,47.4518,-122.199
415000.0,4,2.5,98001,47.3359,-122.257
629000.0,3,2.5,98118,47.5642,-122.292
330000.0,3,1.5,98155,47.772,-122.322
850000.0,4,2.75,98001,47.354,-122.29299999999999
2450000.0,7,4.25,98039,47.6183,-122.227
430000.0,3,2.5,98065,47.5317,-121.853
353500.0,4,2.5,98038,47.3512,-122.006
300000.0,4,2.25,98058,47.4349,-122.17
425000.0,3,1.75,98077,47.739,-122.04799999999999
329900.0,4,2.75,98002,47.3452,-122.209
380000.0,3,3.25,98126,47.5664,-122.37
535000.0,2,2.0,98199,47.6415,-122.40100000000001
407000.0,3,2.25,98103,47.6916,-122.34100000000001
727000.0,3,2.25,98112,47.6412,-122.302
420000.0,2,1.0,98115,47.6952,-122.275
1210000.0,4,3.25,98074,47.6009,-122.01100000000001
605000.0,3,2.5,98027,47.545,-122.015
449000.0,3,2.5,98053,47.6768,-122.029
600000.0,3,2.25,98008,47.6068,-122.11200000000001
480000.0,3,2.5,98065,47.5329,-121.87899999999999
539000.0,3,2.0,98014,47.6527,-121.949
836500.0,3,2.5,98118,47.558,-122.265
589000.0,3,2.5,98033,47.6681,-122.184
998000.0,4,2.5,98105,47.6695,-122.266
318000.0,3,2.25,98198,47.3983,-122.31
690000.0,3,1.75,98112,47.6348,-122.281
382000.0,3,2.25,98028,47.7611,-122.23299999999999
257000.0,3,1.0,98055,47.4299,-122.199
665000.0,3,2.5,98074,47.655,-122.087
460000.0,3,2.25,98077,47.7506,-122.06299999999999
225000.0,3,1.0,98146,47.508,-122.337
298700.0,3,2.25,98023,47.3088,-122.34100000000001
249900.0,3,1.0,98118,47.5433,-122.28299999999999
779000.0,3,1.75,98199,47.65,-122.415
310000.0,1,1.0,98136,47.5517,-122.385
408000.0,2,1.0,98133,47.7346,-122.352
577000.0,3,1.75,98116,47.577,-122.395
1140000.0,4,2.5,98007,47.6591,-122.147
2350000.0,4,2.25,98033,47.6878,-122.215
555950.0,2,1.0,98117,47.6957,-122.36399999999999
477000.0,4,1.5,98125,47.7093,-122.306
620000.0,3,1.75,98144,47.592,-122.29299999999999
360000.0,4,2.5,98042,47.373999999999995,-122.125
415000.0,2,1.0,98199,47.6575,-122.402
328000.0,3,2.25,98038,47.3828,-122.023
710000.0,4,2.75,98075,47.5836,-122.046
467000.0,3,2.25,98103,47.6801,-122.348
330000.0,2,1.0,98027,47.5267,-122.03200000000001
410000.0,3,2.5,98042,47.3508,-122.163
785950.0,4,3.0,98112,47.6287,-122.3
1350000.0,4,3.25,98198,47.405,-122.331
585000.0,4,2.5,98065,47.5408,-121.861
700000.0,3,1.75,98010,47.3402,-122.046
296000.0,3,1.75,98058,47.4351,-122.17299999999999
514000.0,3,2.25,98072,47.7657,-122.131
530000.0,2,2.5,98053,47.7029,-122.015
340000.0,4,2.25,98031,47.3939,-122.177
345000.0,3,2.5,98058,47.4521,-122.12100000000001
481000.0,2,2.25,98107,47.6718,-122.382
495000.0,2,1.5,98199,47.6497,-122.39299999999999
407500.0,5,2.0,98155,47.7352,-122.29700000000001
813000.0,4,2.5,98074,47.6247,-122.016
258000.0,3,2.5,98003,47.2621,-122.30799999999999
400000.0,3,2.25,98034,47.7112,-122.238
695000.0,5,3.25,98065,47.5435,-121.88799999999999
435000.0,4,1.5,98034,47.7121,-122.214
540000.0,2,1.25,98112,47.6193,-122.304
348000.0,3,2.0,98030,47.3564,-122.198
850000.0,4,2.5,98040,47.567,-122.212
232000.0,2,1.0,98168,47.494,-122.304
580000.0,4,2.25,98027,47.5659,-122.089
467500.0,3,1.75,98125,47.7129,-122.304
1270000.0,4,2.75,98005,47.6402,-122.171
698000.0,6,2.5,98033,47.6553,-122.19
416000.0,2,1.0,98117,47.6914,-122.37200000000001
2530000.0,4,5.5,98006,47.5547,-122.14399999999999
740000.0,3,3.5,98122,47.6054,-122.295
320000.0,2,1.0,98126,47.5376,-122.37100000000001
395000.0,4,2.5,98059,47.512,-122.16
1030000.0,3,2.5,98033,47.6642,-122.171
1260000.0,4,2.0,98112,47.6235,-122.309
261490.0,4,1.0,98056,47.4894,-122.18799999999999
550000.0,3,2.25,98052,47.7297,-122.139
610000.0,3,2.25,98053,47.6645,-122.068
719000.0,4,2.75,98115,47.6826,-122.311
439950.0,4,2.25,98042,47.3762,-122.16
485500.0,4,2.5,98075,47.5998,-122.014
425000.0,2,2.5,98107,47.6728,-122.374
649950.0,3,2.75,98116,47.5764,-122.40799999999999
681000.0,4,2.5,98065,47.5387,-121.87899999999999
231000.0,3,2.0,98042,47.3661,-122.094
455000.0,2,1.0,98107,47.6585,-122.363
259950.0,2,1.0,98125,47.7159,-122.305
560000.0,2,1.75,98199,47.6384,-122.4
405000.0,2,2.5,98052,47.6606,-122.12799999999999
650000.0,4,2.5,98033,47.6922,-122.17399999999999
725000.0,4,3.0,98077,47.7267,-122.06299999999999
280000.0,3,1.75,98118,47.5209,-122.286
425000.0,4,1.75,98004,47.5979,-122.194
435000.0,3,2.5,98045,47.4614,-121.709
673000.0,4,2.25,98006,47.5619,-122.125
1140000.0,5,3.5,98075,47.5941,-121.973
745000.0,4,2.5,98075,47.5845,-122.06
690000.0,4,2.5,98074,47.6253,-122.027
411500.0,5,3.0,98106,47.536,-122.35799999999999
384950.0,4,2.5,98038,47.3607,-122.038
199129.0,3,1.0,98001,47.295,-122.275
285000.0,3,1.0,98106,47.5544,-122.35799999999999
275000.0,3,1.0,98070,47.4397,-122.46
1460000.0,4,1.5,98112,47.6275,-122.305
599000.0,4,4.75,98028,47.768,-122.251
1150000.0,3,2.25,98005,47.6077,-122.15799999999999
240000.0,4,2.5,98042,47.3691,-122.074
495000.0,4,2.5,98059,47.4912,-122.145
424000.0,3,1.75,98107,47.6712,-122.39299999999999
385000.0,3,1.0,98006,47.574,-122.13799999999999
619950.0,2,1.0,98115,47.6796,-122.279
253000.0,3,1.75,98031,47.4117,-122.17399999999999
207000.0,3,1.0,98125,47.7114,-122.28399999999999
355000.0,4,1.75,98092,47.3107,-122.189
425000.0,3,1.0,98007,47.603,-122.132
555000.0,3,2.0,98008,47.6371,-122.119
626000.0,4,1.75,98004,47.6335,-122.196
365000.0,4,2.5,98092,47.3314,-122.18
2400000.0,4,2.5,98074,47.6338,-122.072
230500.0,3,2.25,98003,47.3505,-122.305
255000.0,5,1.75,98002,47.2925,-122.196
245000.0,3,2.5,98030,47.3507,-122.178
349950.0,4,2.5,98019,47.7351,-121.985
845000.0,5,2.0,98004,47.6368,-122.21799999999999
695000.0,4,3.5,98177,47.7339,-122.36
314500.0,4,2.5,98010,47.3289,-122.001
440000.0,4,2.5,98056,47.5073,-122.16799999999999
531155.0,4,2.75,98038,47.3559,-122.022
1540000.0,4,2.75,98004,47.6444,-122.22
500000.0,2,1.0,98198,47.3799,-122.325
406500.0,3,2.0,98059,47.5062,-122.149
750000.0,4,2.75,98126,47.5424,-122.381
875000.0,4,3.5,98103,47.6835,-122.34200000000001
710000.0,4,2.0,98033,47.6815,-122.198
490500.0,3,2.0,98011,47.7599,-122.214
775000.0,4,2.5,98077,47.7749,-122.04799999999999
565000.0,4,2.5,98074,47.6269,-122.03
668500.0,4,2.25,98006,47.5617,-122.13
240000.0,3,2.0,98003,47.3463,-122.30799999999999
786000.0,4,3.5,98075,47.592,-121.98899999999999
167000.0,3,2.0,98166,47.4745,-122.34299999999999
170000.0,2,1.0,98168,47.4906,-122.306
599000.0,2,1.0,98117,47.7005,-122.35799999999999
689000.0,4,2.5,98136,47.5434,-122.395
570000.0,4,1.75,98008,47.62600000000001,-122.11200000000001
220000.0,4,2.0,98042,47.3629,-122.09100000000001
350000.0,4,1.0,98136,47.5518,-122.383
589410.0,3,3.0,98065,47.5165,-121.883
569500.0,4,1.0,98144,47.6005,-122.296
283000.0,4,1.5,98168,47.4809,-122.3
390000.0,4,2.5,98059,47.4833,-122.15700000000001
230000.0,3,1.0,98056,47.5121,-122.16799999999999
299000.0,4,2.25,98003,47.2774,-122.29899999999999
689000.0,4,2.75,98075,47.5786,-121.995
333000.0,4,2.5,98042,47.3703,-122.10700000000001
330000.0,3,1.75,98177,47.7617,-122.36
245990.0,3,1.0,98188,47.453,-122.289
235000.0,3,1.0,98118,47.5611,-122.28
395000.0,2,2.25,98029,47.5483,-122.00399999999999
392500.0,2,1.0,98144,47.5736,-122.307
541000.0,3,2.5,98029,47.5499,-121.99799999999999
820000.0,3,2.5,98077,47.7316,-122.035
1600000.0,5,3.75,98040,47.5639,-122.223
499000.0,3,2.5,98122,47.6037,-122.311
920000.0,4,2.5,98027,47.553999999999995,-122.095
722000.0,4,2.75,98075,47.5903,-121.988
350000.0,3,1.0,98034,47.7276,-122.241
305000.0,3,1.0,98118,47.5514,-122.28399999999999
415000.0,2,1.0,98115,47.6803,-122.287
196500.0,3,2.0,98023,47.303000000000004,-122.383
1250000.0,3,3.0,98144,47.5854,-122.292
240000.0,3,2.0,98059,47.4712,-122.1
425000.0,2,2.0,98136,47.5501,-122.39299999999999
460000.0,3,1.75,98199,47.6368,-122.38799999999999
365000.0,3,2.5,98126,47.548,-122.37299999999999
425000.0,3,2.0,98027,47.5584,-122.081
560000.0,3,2.0,98027,47.4834,-122.001
500000.0,4,2.25,98034,47.7214,-122.227
169000.0,3,1.0,98001,47.3405,-122.288
350000.0,4,2.5,98038,47.3454,-122.039
355000.0,3,2.0,98003,47.3474,-122.303
522000.0,4,2.5,98038,47.3878,-122.03399999999999
525000.0,4,1.0,98102,47.6275,-122.321
300000.0,3,1.5,98168,47.495,-122.318
2890000.0,7,3.0,98112,47.6295,-122.285
569000.0,4,1.75,98004,47.5808,-122.189
1220000.0,4,2.0,98117,47.6851,-122.395
1350000.0,4,3.5,98040,47.5641,-122.221
182000.0,3,1.0,98032,47.3809,-122.287
294000.0,3,1.0,98178,47.4857,-122.25299999999999
470000.0,3,2.75,98155,47.7555,-122.289
500000.0,2,1.0,98117,47.6917,-122.38
465000.0,4,2.5,98030,47.3626,-122.209
414000.0,3,2.5,98065,47.534,-121.84100000000001
750000.0,2,1.5,98122,47.6134,-122.30799999999999
730000.0,3,3.0,98077,47.7315,-122.05799999999999
650000.0,4,2.5,98052,47.7255,-122.101
1260000.0,3,2.5,98039,47.6112,-122.226
407000.0,2,1.0,98115,47.6929,-122.318
361000.0,3,1.75,98077,47.7567,-122.071
812000.0,4,2.5,98117,47.6916,-122.37
180000.0,3,1.0,98042,47.3686,-122.081
257500.0,3,2.0,98031,47.4057,-122.185
649800.0,4,2.5,98033,47.6883,-122.16799999999999
415000.0,4,3.5,98178,47.492,-122.225
440000.0,5,3.0,98178,47.4994,-122.234
160000.0,4,1.0,98198,47.3706,-122.31
359999.0,4,2.25,98023,47.3188,-122.38
245000.0,3,1.5,98022,47.2012,-122.0
582500.0,2,2.0,98177,47.7044,-122.37200000000001
664000.0,4,2.5,98074,47.6027,-122.024
355000.0,4,2.5,98001,47.3396,-122.256
450000.0,3,2.25,98034,47.7262,-122.22200000000001
325000.0,3,2.5,98031,47.4206,-122.18299999999999
175000.0,2,1.0,98022,47.2088,-121.992
344900.0,4,1.75,98177,47.7545,-122.35700000000001
479950.0,3,2.0,98126,47.5433,-122.376
704000.0,4,2.75,98052,47.6278,-122.11
325000.0,4,2.25,98030,47.3657,-122.21
930000.0,3,2.5,98072,47.7499,-122.119
276200.0,3,2.5,98023,47.3124,-122.351
676101.0,4,1.5,98115,47.6743,-122.26899999999999
230000.0,3,1.5,98198,47.3775,-122.319
260000.0,4,2.5,98198,47.42,-122.319
445000.0,3,2.25,98045,47.4813,-121.735
343000.0,3,1.0,98027,47.5271,-122.036
320000.0,3,1.75,98058,47.4118,-122.089
285000.0,3,2.5,98108,47.5401,-122.29299999999999
210000.0,2,1.0,98168,47.4885,-122.29799999999999
417000.0,2,1.0,98117,47.6773,-122.382
482000.0,3,1.75,98070,47.4464,-122.49700000000001
392000.0,5,2.5,98059,47.4913,-122.152
459950.0,4,2.5,98038,47.3555,-122.00200000000001
330000.0,3,2.5,98059,47.4876,-122.15299999999999
465000.0,3,1.0,98024,47.5697,-121.898
335000.0,3,1.0,98053,47.6606,-122.06
319000.0,3,1.0,98034,47.7245,-122.22
1280000.0,4,3.0,98109,47.6314,-122.353
570000.0,3,3.0,98103,47.6963,-122.348
240000.0,4,1.75,98001,47.2633,-122.281
319000.0,4,1.0,98031,47.4135,-122.199
490000.0,3,1.5,98112,47.6236,-122.306
340000.0,3,1.75,98019,47.7382,-121.98
477000.0,3,2.0,98107,47.6667,-122.361
332220.0,3,1.5,98024,47.5333,-121.93299999999999
399000.0,2,1.0,98125,47.7034,-122.307
439000.0,1,1.0,98122,47.6178,-122.29899999999999
720000.0,4,2.25,98117,47.6985,-122.382
486940.0,4,2.5,98030,47.3524,-122.198
359000.0,4,1.75,98126,47.5378,-122.369
532500.0,3,1.75,98117,47.6886,-122.361
210500.0,2,1.75,98003,47.2755,-122.30799999999999
369950.0,3,2.5,98052,47.6827,-122.09700000000001
400000.0,4,1.5,98028,47.7635,-122.26299999999999
551000.0,4,2.75,98155,47.7484,-122.31700000000001
244500.0,2,1.75,98168,47.4989,-122.329
115000.0,3,1.0,98168,47.5045,-122.33
395000.0,4,1.75,98072,47.7344,-122.17299999999999
625000.0,4,1.5,98177,47.7658,-122.37
520000.0,4,3.0,98029,47.5693,-122.00200000000001
550000.0,1,1.0,98126,47.537,-122.375
444000.0,3,2.0,98103,47.6864,-122.345
587500.0,4,2.25,98115,47.6955,-122.287
447000.0,3,1.0,98008,47.6019,-122.12299999999999
212000.0,3,1.75,98023,47.2955,-122.36200000000001
398000.0,2,2.0,98053,47.7193,-122.024
470450.0,2,1.0,98103,47.6711,-122.329
665000.0,4,2.75,98177,47.7042,-122.37100000000001
289000.0,3,2.0,98001,47.3225,-122.273
400950.0,2,1.75,98136,47.5468,-122.38600000000001
465000.0,4,2.25,98033,47.7019,-122.171
900000.0,3,2.5,98117,47.6928,-122.399
390000.0,3,2.0,98133,47.7719,-122.338
154500.0,3,1.0,98148,47.4388,-122.32799999999999
280000.0,3,1.75,98055,47.4878,-122.221
400000.0,1,1.0,98053,47.6422,-121.954
739000.0,6,4.5,98122,47.6146,-122.306
640000.0,4,2.5,98077,47.7365,-122.037
320000.0,4,2.75,98058,47.4513,-122.16
280000.0,3,1.0,98028,47.7439,-122.242
180000.0,3,1.75,98001,47.28,-122.257
675000.0,3,1.5,98112,47.6195,-122.31299999999999
537000.0,4,2.0,98116,47.5734,-122.395
1190000.0,3,1.75,98122,47.6109,-122.285
685000.0,3,1.75,98040,47.5766,-122.236
