price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15
937000.0,3,1.75,2450,2691,2.0,0.0,0.0,3,8,1750,700.0,1915,1915.0,1760,3573
667000.0,3,1.0,1400,1581,1.5,0.0,0.0,5,8,1400,0.0,1909,1909.0,1860,3861
438000.0,3,1.75,1520,6380,1.0,0.0,0.0,3,7,790,730.0,1948,1948.0,1520,6235
719000.0,4,2.5,2570,7173,2.0,0.0,0.0,3,8,2570,0.0,2005,2005.0,2630,6026
580500.0,3,2.5,2320,3980,2.0,0.0,0.0,3,8,2320,0.0,2003,2003.0,2580,3980
280000.0,2,1.5,1190,1265,3.0,0.0,0.0,3,7,1190,0.0,2005,2005.0,1390,1756
687500.0,4,1.75,2330,5000,1.5,0.0,0.0,4,7,1510,820.0,1929,1929.0,1460,5000
535000.0,3,1.0,1090,3000,1.5,0.0,0.0,4,8,1090,0.0,1929,1929.0,1570,5080
322500.0,4,2.75,2060,6659,1.0,0.0,0.0,3,7,1280,780.0,1981,1981.0,2020,8720
696000.0,3,2.5,2300,3060,1.5,0.0,0.0,3,8,1510,790.0,1930,2002.0,1590,3264
550000.0,4,1.0,1660,34848,1.0,0.0,0.0,1,5,930,730.0,1933,1933.0,2160,11467
640000.0,4,2.0,2360,6000,2.0,0.0,0.0,4,8,2360,0.0,1904,1904.0,1730,4700
240000.0,4,1.0,1220,8075,1.0,0.0,0.0,2,7,890,330.0,1969,1969.0,1290,7800
605000.0,4,2.5,2620,7553,2.0,0.0,0.0,3,8,2620,0.0,1996,1996.0,2620,11884
625000.0,4,2.5,2570,5520,2.0,0.0,0.0,3,9,2570,0.0,2000,2000.0,2470,5669
775000.0,4,2.25,4220,24186,1.0,0.0,0.0,3,8,2600,1620.0,1984,1984.0,2410,30617
861990.0,5,2.75,3595,5639,2.0,0.0,0.0,3,9,3595,0.0,2014,2014.0,3625,5639
685000.0,3,1.0,1570,2280,2.0,0.0,0.0,3,7,1570,0.0,1922,1922.0,1580,2640
309000.0,3,1.0,1280,9656,1.0,0.0,0.0,4,6,920,360.0,1959,1959.0,1340,8808
488000.0,3,2.5,3160,13603,2.0,0.0,0.0,3,8,3160,0.0,2003,2003.0,3050,9232
210490.0,3,1.0,990,8528,1.0,0.0,0.0,3,6,990,0.0,1966,1966.0,1228,8840
785000.0,4,2.5,2290,13416,2.0,0.0,0.0,4,9,2290,0.0,1981,1981.0,2680,13685
450000.0,3,1.75,1250,5963,1.0,0.0,0.0,4,7,1250,0.0,1953,1953.0,970,5100
228000.0,3,1.0,1190,9199,1.0,0.0,0.0,3,7,1190,0.0,1955,1955.0,1190,9364
345000.0,5,2.5,3150,9134,1.0,0.0,0.0,4,8,1640,1510.0,1966,1966.0,1990,9133
600000.0,3,1.75,1410,4080,1.0,0.0,0.0,4,7,1000,410.0,1950,1950.0,1410,4080
585000.0,2,1.75,1980,8550,1.0,0.0,0.0,3,7,990,990.0,1981,1981.0,1480,6738
920000.0,5,2.25,2730,6000,1.5,0.0,0.0,3,8,2130,600.0,1927,1927.0,2730,6000
885000.0,4,2.5,2830,5000,2.0,0.0,0.0,3,9,2830,0.0,1995,1995.0,1950,5000
292500.0,4,2.5,2250,4495,2.0,0.0,0.0,3,7,2250,0.0,2008,2008.0,2250,4500
301000.0,3,2.5,2420,4750,2.0,0.0,0.0,3,8,2420,0.0,2003,2003.0,2690,4750
951000.0,5,3.25,3250,14342,2.0,0.0,4.0,4,8,3250,0.0,1968,1968.0,2960,11044
430000.0,4,3.0,1850,9976,2.0,0.0,0.0,3,8,1850,0.0,1991,1991.0,2270,8542
650000.0,3,2.25,2150,21235,1.0,0.0,3.0,4,8,1590,560.0,1959,1959.0,2570,18900
289000.0,3,1.75,1260,8400,1.0,0.0,0.0,3,7,1260,0.0,1954,1954.0,1290,8750
505000.0,3,1.75,2519,8690,2.0,0.0,0.0,5,8,2519,0.0,1973,1973.0,2500,9500
549000.0,3,1.75,1540,1044,3.0,0.0,0.0,3,8,1540,0.0,2014,2014.0,1580,3090
425000.0,3,2.25,1660,6000,1.0,0.0,0.0,3,7,1110,550.0,1979,1979.0,1440,4080
317625.0,3,2.75,2770,3809,1.5,0.0,0.0,5,7,1770,1000.0,1925,1925.0,1440,4000
975000.0,4,2.5,2720,11049,2.0,0.0,0.0,3,10,2720,0.0,1989,1989.0,2750,11049
287000.0,4,2.5,2240,4648,2.0,0.0,0.0,3,7,2240,0.0,2005,2005.0,2221,4557
204000.0,3,1.0,1000,12070,1.0,0.0,0.0,4,7,1000,0.0,1968,1968.0,1010,12635
325000.0,3,2.0,1260,5612,1.0,0.0,0.0,4,7,1260,0.0,1972,1972.0,1640,4745
571000.0,4,2.0,2750,7807,1.5,0.0,0.0,5,7,2250,500.0,1916,1916.0,1510,7807
360000.0,4,2.5,2380,5000,2.0,0.0,0.0,3,8,2380,0.0,2005,2005.0,2420,5000
832500.0,4,4.0,3430,35102,2.0,0.0,0.0,4,10,2390,1040.0,1986,1986.0,3240,35020
380000.0,4,1.75,1760,7300,1.0,0.0,0.0,3,7,880,880.0,1956,1956.0,1680,7500
480000.0,3,1.0,1040,5060,1.0,0.0,0.0,3,7,1040,0.0,1941,1941.0,890,5060
410000.0,3,1.0,1410,5060,1.0,0.0,0.0,4,7,910,500.0,1956,1956.0,1130,5693
720000.0,4,2.5,3450,39683,2.0,0.0,0.0,3,10,3450,0.0,2002,2002.0,3350,39750
390000.0,3,2.5,2350,5100,2.0,0.0,0.0,3,8,2350,0.0,2003,2003.0,2350,5363
360000.0,4,2.5,1900,5889,2.0,0.0,0.0,3,7,1900,0.0,1992,1992.0,1870,6405
355000.0,2,1.0,2020,6720,1.0,0.0,0.0,3,7,1010,1010.0,1948,1948.0,1720,6720
356000.0,3,1.5,1680,8712,1.0,0.0,0.0,3,8,1680,0.0,1964,1964.0,1850,8797
315000.0,3,1.0,960,6634,1.0,0.0,0.0,3,6,960,0.0,1952,1952.0,1570,7203
940000.0,3,1.5,2140,3600,2.0,0.0,0.0,3,9,1900,240.0,1925,1925.0,2020,4800
305000.0,5,2.25,2660,8400,1.5,0.0,0.0,5,7,2660,0.0,1961,1961.0,1590,8165
461000.0,3,3.25,2770,6278,2.0,0.0,0.0,3,9,1980,790.0,2006,2006.0,1900,7349
215000.0,2,2.25,1610,2040,2.0,0.0,0.0,4,7,1610,0.0,1979,1979.0,1950,2025
335000.0,2,1.75,1030,1066,2.0,0.0,0.0,3,7,765,265.0,2006,2006.0,1030,1106
243500.0,4,2.5,1980,7403,2.0,0.0,0.0,3,7,1980,0.0,1988,1988.0,1980,7510
1100000.0,5,2.75,3520,6353,2.0,0.0,0.0,4,10,3520,0.0,2001,2001.0,2520,6250
153000.0,3,1.0,1200,10500,1.0,0.0,0.0,3,7,1200,0.0,1962,1962.0,1350,10500
430000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,1290,290.0,1939,1939.0,1570,4500
700000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,1290,290.0,1939,1939.0,1570,4500
905000.0,4,2.5,3300,10250,1.0,0.0,0.0,3,7,2390,910.0,1946,1991.0,1950,6045
247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3,7,1960,0.0,1967,1967.0,1750,15616
199000.0,4,1.5,1160,6400,1.0,0.0,0.0,4,7,1160,0.0,1975,1975.0,1160,6400
314000.0,3,1.75,1810,41800,1.0,0.0,0.0,5,7,1210,600.0,1980,1980.0,1650,135036
437500.0,3,2.5,2320,36847,2.0,0.0,2.0,3,9,2320,0.0,1992,1992.0,2550,35065
850830.0,3,2.5,2070,13241,1.5,0.0,0.0,5,9,1270,800.0,1910,1910.0,2200,4500
555000.0,3,2.0,1980,3478,1.5,0.0,0.0,4,7,1440,540.0,1929,1929.0,1610,3478
1090000.0,3,2.5,2920,8113,2.0,0.0,0.0,3,8,2920,0.0,1950,2010.0,2370,8113
290000.0,3,1.0,1210,33919,1.0,0.0,0.0,3,7,1210,0.0,1954,1954.0,1640,14910
375000.0,3,2.5,2340,10005,1.0,0.0,0.0,4,8,1460,880.0,1978,1978.0,2250,8162
460000.0,3,1.0,1670,4005,1.5,0.0,0.0,4,7,1170,500.0,1939,1939.0,1240,4005
188500.0,2,1.75,1240,2493,1.0,0.0,0.0,4,8,1240,0.0,1985,1985.0,1270,4966
680000.0,4,2.5,3140,28037,2.0,0.0,0.0,4,10,3140,0.0,1991,1991.0,2990,35001
470000.0,5,1.75,2030,12342,2.0,0.0,0.0,4,7,2030,0.0,1942,1942.0,2500,9433
597750.0,4,2.5,2310,9624,2.0,0.0,0.0,3,8,2310,0.0,1984,1984.0,1940,9636
570000.0,3,1.75,1260,3328,1.0,0.0,0.0,5,6,700,560.0,1905,1905.0,1380,3536
272500.0,3,1.75,1540,12600,1.0,0.0,0.0,4,7,1160,0.0,1980,1980.0,1540,11656
329950.0,3,1.75,2080,5969,1.0,0.0,2.0,3,7,1080,1000.0,1971,1971.0,2090,5500
480000.0,4,2.5,3230,16171,2.0,0.0,0.0,3,9,2520,710.0,2001,2001.0,2640,8517
740500.0,3,3.5,4380,6350,2.0,0.0,0.0,3,8,2780,0.0,1900,1900.0,1830,6350
518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3,8,1590,0.0,2010,2010.0,1620,3166
205425.0,2,1.0,880,6780,1.0,0.0,0.0,4,6,880,0.0,1945,1945.0,1190,6780
171800.0,4,2.0,1570,9600,1.0,0.0,0.0,3,6,1570,0.0,1950,1950.0,1880,9000
535000.0,4,1.0,1610,2982,1.5,0.0,0.0,4,7,1610,0.0,1925,1925.0,1610,4040
660000.0,3,2.5,2400,6474,1.0,0.0,2.0,3,8,1560,840.0,1964,1964.0,2340,10856
391500.0,3,2.0,1450,9132,1.0,0.0,0.0,3,7,1450,0.0,1987,1987.0,1580,9104
395000.0,2,1.0,770,6000,1.0,0.0,0.0,3,6,770,0.0,1953,1953.0,1710,6000
445000.0,4,1.75,2100,4400,1.5,0.0,0.0,5,7,1720,380.0,1924,1924.0,1850,4400
770000.0,3,2.25,2910,10204,2.0,0.0,0.0,3,9,2910,0.0,1990,1990.0,2700,13992
445000.0,3,2.25,2100,8201,1.0,0.0,2.0,3,8,1620,480.0,1967,1967.0,2660,8712
260000.0,4,2.25,2160,8811,1.0,0.0,0.0,3,8,1360,800.0,1978,1978.0,2090,8400
822500.0,5,3.5,2320,4960,2.0,0.0,0.0,5,7,1720,600.0,1926,1926.0,1700,4960
430000.0,4,2.5,2070,4310,2.0,0.0,0.0,3,7,2070,0.0,2004,2004.0,1970,3748
212000.0,3,1.75,1060,7875,1.0,0.0,0.0,4,7,1060,0.0,1986,1986.0,1420,7680
660500.0,4,2.25,2010,9603,1.0,0.0,0.0,3,8,1440,570.0,1986,1986.0,2060,9793
453246.0,3,2.5,2010,2287,2.0,0.0,0.0,3,8,1390,620.0,2014,2014.0,1690,1662
675000.0,4,3.5,2140,2278,3.0,0.0,0.0,3,9,2140,0.0,2005,2005.0,1540,2285
199000.0,3,1.75,1320,17390,1.0,0.0,0.0,4,7,1320,0.0,1956,1956.0,1550,19265
220000.0,4,1.75,2020,7840,1.0,0.0,0.0,3,7,1010,1010.0,1968,1968.0,1750,8140
452000.0,4,2.25,2590,10002,1.0,0.0,0.0,4,8,1340,1250.0,1968,1968.0,1550,10436
382500.0,2,1.0,1190,4440,1.0,0.0,0.0,3,6,1190,0.0,1981,1981.0,1060,5715
519950.0,3,2.25,1170,1249,3.0,0.0,0.0,3,8,1170,0.0,2014,2014.0,1350,1310
665000.0,2,1.0,1110,3200,1.0,0.0,0.0,3,7,1110,0.0,1925,1925.0,1170,3600
527700.0,5,2.5,2820,9375,1.0,0.0,0.0,4,8,1550,1270.0,1968,1968.0,2820,9375
205000.0,3,1.0,1610,8579,1.0,0.0,0.0,4,7,1010,600.0,1962,1962.0,1610,8579
420000.0,3,1.0,1060,8097,1.0,0.0,0.0,4,7,940,120.0,1923,1923.0,1560,7940
500000.0,4,2.25,2030,8517,1.0,0.0,0.0,4,8,1380,650.0,1961,1961.0,2230,8824
890000.0,4,1.0,2550,4000,2.0,0.0,0.0,3,8,2370,180.0,1905,1905.0,2200,4000
258000.0,5,2.0,2260,12500,1.0,0.0,0.0,4,8,1130,1130.0,1960,1960.0,1360,18000
511000.0,3,1.0,1430,3455,1.0,0.0,0.0,3,7,980,450.0,1947,1947.0,1450,4599
532170.0,3,2.0,1360,3090,2.0,0.0,0.0,3,8,1360,0.0,1990,1990.0,1500,3090
560000.0,3,1.0,1110,5000,1.5,0.0,0.0,3,7,1110,0.0,1947,1947.0,1420,5000
282950.0,3,1.0,1250,8200,1.0,0.0,0.0,4,7,1250,0.0,1954,1954.0,1680,8633
350000.0,1,1.0,700,5100,1.0,0.0,0.0,3,7,700,0.0,1942,1942.0,1010,5100
215000.0,3,1.0,1180,7669,1.0,0.0,0.0,4,7,1180,0.0,1967,1967.0,1190,7669
650000.0,5,3.5,3960,25245,2.0,0.0,0.0,3,9,2500,1460.0,1996,1996.0,2640,13675
320000.0,4,2.75,2640,7500,1.0,0.0,0.0,3,8,1620,1020.0,1967,1967.0,1980,7875
247000.0,3,2.0,1270,7198,1.5,0.0,0.0,3,7,1270,0.0,1916,2013.0,1160,7198
320000.0,4,1.75,1760,11180,1.0,0.0,0.0,4,8,1760,0.0,1968,1968.0,1730,11180
255000.0,5,2.25,2060,8632,1.0,0.0,0.0,3,7,1030,1030.0,1962,1962.0,1010,11680
438000.0,3,1.75,1780,9660,1.0,0.0,0.0,3,7,1780,0.0,1962,1962.0,1200,9660
900000.0,3,2.5,3400,16603,2.0,0.0,0.0,3,10,3400,0.0,2000,2000.0,3400,12601
441000.0,3,2.75,1910,7280,1.0,0.0,0.0,3,7,1160,750.0,1979,1979.0,1710,8152
420000.0,3,2.0,2020,38332,1.0,0.0,0.0,4,7,1010,1010.0,1975,1975.0,2110,36590
370000.0,3,1.75,1580,7000,1.0,0.0,0.0,3,7,1180,400.0,1976,1976.0,1640,7500
269950.0,2,1.75,1340,7250,1.0,0.0,0.0,5,5,700,640.0,1949,1949.0,1830,9750
807100.0,4,2.5,2680,4499,2.0,0.0,0.0,3,9,2680,0.0,1999,1999.0,2920,4500
653000.0,3,2.5,2680,9750,1.0,0.0,0.0,4,8,1610,1070.0,1979,1979.0,2480,8750
371500.0,3,2.0,1370,8336,1.0,0.0,0.0,5,7,1370,0.0,1964,1964.0,1770,7288
284000.0,3,1.75,1560,21000,1.0,0.0,0.0,3,7,1560,0.0,1954,1954.0,1070,7920
272000.0,3,1.75,2160,7140,1.0,0.0,0.0,4,7,1670,490.0,1978,1978.0,1930,7350
313000.0,3,1.5,1340,7912,1.5,0.0,0.0,3,7,1340,0.0,1955,1955.0,1480,7940
917500.0,4,2.5,3880,35003,2.0,0.0,0.0,3,10,2570,1310.0,1984,1984.0,3740,35230
673000.0,4,2.25,2590,8190,2.0,0.0,0.0,4,8,2590,0.0,1980,1980.0,2260,8335
425000.0,3,2.5,1120,1100,2.0,0.0,0.0,3,8,820,300.0,2008,2008.0,1590,1795
399950.0,5,2.75,1970,5400,1.0,0.0,0.0,3,7,1320,650.0,1986,1986.0,1280,2150
385000.0,3,1.0,1220,4800,1.0,0.0,0.0,3,6,1220,0.0,1901,1901.0,1200,4800
269950.0,3,1.5,1950,7560,1.0,0.0,2.0,4,7,1320,630.0,1975,1975.0,1950,8941
330000.0,2,1.0,1350,8220,1.0,0.0,0.0,3,7,1060,290.0,1949,1949.0,1540,8280
260000.0,3,2.5,1670,5797,2.0,0.0,0.0,3,7,1670,0.0,1988,1988.0,1670,6183
470000.0,4,3.0,2380,5125,1.5,0.0,0.0,4,7,1680,700.0,1925,1925.0,1410,5375
589000.0,4,3.0,2440,9600,2.0,0.0,0.0,5,7,2440,0.0,1961,1961.0,2290,9600
163500.0,2,1.5,1050,3419,2.0,0.0,0.0,3,7,1050,0.0,1996,1996.0,1050,3417
835000.0,4,2.75,3130,13412,2.0,0.0,0.0,3,9,2140,990.0,1993,1993.0,2260,9984
1100000.0,5,3.0,4090,12850,1.0,0.0,2.0,4,10,2090,2000.0,1986,1986.0,2540,10270
269000.0,4,1.75,1490,10000,1.0,0.0,0.0,4,8,1100,390.0,1969,1969.0,2190,8910
560000.0,3,2.5,1900,8744,2.0,0.0,0.0,3,8,1900,0.0,1987,1987.0,2030,8744
615000.0,4,1.0,1330,2400,1.5,0.0,0.0,4,6,1330,0.0,1901,1901.0,1330,4400
585188.0,3,2.25,2230,10026,1.0,0.0,0.0,3,8,1430,800.0,1975,1975.0,2230,9340
305000.0,3,1.75,1650,9480,1.0,0.0,0.0,3,7,1220,430.0,1977,1977.0,1540,8400
166950.0,3,1.0,1190,8820,1.0,0.0,0.0,3,6,1190,0.0,1959,1959.0,1230,7980
799000.0,3,2.5,2140,9897,1.0,0.0,0.0,4,8,2140,0.0,1959,1959.0,2680,10083
400000.0,3,2.5,2180,7508,1.0,0.0,0.0,4,7,1420,760.0,1962,1962.0,1900,7818
230000.0,3,1.0,1060,10228,1.0,0.0,0.0,3,7,1060,0.0,1948,1948.0,1570,10228
256883.0,3,2.5,1690,5025,2.0,0.0,0.0,3,8,1690,0.0,2003,2003.0,2550,5001
423000.0,4,2.0,1970,6480,1.5,0.0,0.0,5,7,1130,840.0,1920,1920.0,1500,6480
465000.0,3,2.5,2150,4084,2.0,0.0,0.0,3,8,2150,0.0,2007,2007.0,1750,2385
210000.0,3,1.0,860,11725,1.0,0.0,0.0,4,6,860,0.0,1943,1943.0,1300,9514
297000.0,3,2.5,1940,14952,2.0,0.0,0.0,3,8,1940,0.0,1994,1994.0,2030,10450
470000.0,3,1.0,1010,5000,1.0,0.0,0.0,3,7,1010,0.0,1952,1952.0,1680,5000
226500.0,3,1.5,1300,7370,1.0,0.0,0.0,4,7,900,400.0,1976,1976.0,1430,7500
274250.0,3,1.0,910,8450,1.0,0.0,0.0,4,6,910,0.0,1962,1962.0,1400,8040
840000.0,4,1.75,2480,11010,1.0,0.0,0.0,4,9,1630,850.0,1966,1966.0,2770,10744
677900.0,3,2.5,2440,4587,2.0,0.0,0.0,3,8,2440,0.0,2010,2010.0,2750,4587
425000.0,3,1.0,1010,5864,1.0,0.0,0.0,3,7,1010,0.0,1915,1915.0,1290,5000
180250.0,2,0.75,900,9600,1.0,0.0,0.0,3,6,900,0.0,1941,1941.0,1250,14280
464000.0,6,3.0,2300,3404,2.0,0.0,0.0,3,7,1600,700.0,1920,1994.0,1560,1312
320000.0,4,2.25,1550,7579,2.0,0.0,0.0,3,8,1550,0.0,1993,1993.0,1630,6397
625504.0,3,2.25,1270,1566,2.0,0.0,0.0,3,8,1060,210.0,2014,2014.0,1160,1327
592500.0,4,2.5,2240,12032,1.0,0.0,0.0,3,9,2240,0.0,1983,1983.0,2520,12368
465000.0,3,2.5,2714,17936,2.0,0.0,0.0,3,9,2714,0.0,2005,2005.0,2590,18386
477000.0,4,2.75,1720,6270,2.0,0.0,0.0,3,8,1720,0.0,1978,1978.0,2130,8700
280000.0,2,1.0,850,16400,1.0,0.0,0.0,3,6,850,0.0,1923,1923.0,1100,14459
445838.0,3,2.5,2250,5692,2.0,0.0,0.0,3,8,2250,0.0,2000,2000.0,1320,5390
1070000.0,2,2.25,3900,14864,1.0,0.0,3.0,3,8,1950,1950.0,1947,1947.0,2580,5184
467000.0,2,1.5,1320,10800,1.0,0.0,0.0,4,8,1320,0.0,1947,1947.0,2120,12040
686000.0,4,2.5,2760,6440,2.0,0.0,0.0,3,10,2760,0.0,1999,1999.0,3070,8127
279950.0,3,2.0,1750,9750,1.0,0.0,0.0,3,7,1350,400.0,1961,1961.0,1900,10125
527000.0,4,2.25,2330,19436,2.0,0.0,0.0,3,8,2330,0.0,1987,1987.0,1910,10055
325000.0,3,2.25,2220,16020,1.0,0.0,0.0,4,8,1780,440.0,1966,1966.0,2080,9583
328000.0,3,2.25,2020,8379,2.0,0.0,0.0,3,7,2020,0.0,1994,1994.0,2020,8031
390000.0,3,2.25,1250,7500,1.0,0.0,0.0,5,7,1250,0.0,1942,1942.0,1280,7392
479950.0,2,2.0,1510,6516,1.0,0.0,0.0,3,8,1510,0.0,2005,2005.0,1640,6009
264950.0,4,2.25,1720,9753,1.0,0.0,0.0,4,7,1120,600.0,1978,1978.0,1510,9753
235000.0,3,1.0,1430,15246,1.0,0.0,0.0,4,7,980,450.0,1961,1961.0,1960,13068
516500.0,3,2.5,1480,4729,2.0,0.0,0.0,3,7,1480,0.0,2004,2004.0,2250,4729
655000.0,2,1.75,1450,15798,2.0,1.0,4.0,3,7,1230,220.0,1915,1978.0,2030,13193
500000.0,4,2.75,2280,15347,1.0,0.0,0.0,5,7,2280,0.0,1960,1960.0,2280,15347
315000.0,6,2.75,2940,7350,1.0,0.0,0.0,3,8,1780,1160.0,1978,1978.0,2120,8236
213000.0,2,1.0,1000,10200,1.0,0.0,0.0,3,6,1000,0.0,1961,1961.0,1150,13702
475000.0,3,1.5,2480,5280,1.5,0.0,0.0,5,7,1620,860.0,1947,1947.0,2090,4800
1030000.0,5,4.0,3760,28040,2.0,0.0,0.0,3,10,3760,0.0,1983,1983.0,3430,35096
410000.0,4,1.0,1970,4740,1.5,0.0,0.0,3,7,1670,300.0,1904,2005.0,1510,4740
472000.0,6,2.5,4410,14034,1.0,0.0,2.0,4,9,2350,2060.0,1965,1965.0,2600,13988
225000.0,3,1.75,1430,8505,1.0,0.0,0.0,4,7,1430,0.0,1968,1968.0,1190,8640
210000.0,2,1.0,830,6000,1.0,0.0,0.0,3,6,830,0.0,1940,1940.0,830,4960
455000.0,2,1.0,1430,5000,1.5,0.0,0.0,2,7,1430,0.0,1925,1925.0,1450,3750
225000.0,3,1.0,1300,8316,1.0,0.0,0.0,4,6,1300,0.0,1954,1954.0,1260,8316
480000.0,2,1.0,1030,3060,1.0,0.0,2.0,4,7,790,240.0,1918,1918.0,1390,3060
363000.0,3,2.5,2740,11872,2.0,0.0,0.0,3,9,2740,0.0,1990,1990.0,2570,10377
181000.0,2,1.5,720,5120,1.0,0.0,0.0,3,6,720,0.0,1954,1954.0,1150,2566
250000.0,4,2.0,2010,7312,1.0,0.0,0.0,4,7,2010,0.0,1976,1976.0,2010,7650
481000.0,3,1.75,1560,3000,1.0,0.0,0.0,4,6,770,790.0,1918,1918.0,1390,3000
260000.0,3,2.0,1810,7209,1.0,0.0,0.0,4,7,1240,570.0,1978,1978.0,1750,7209
455000.0,4,2.5,3360,7685,2.0,0.0,0.0,3,9,3360,0.0,2001,2001.0,3060,6567
415000.0,3,2.25,1510,36224,2.0,0.0,0.0,3,8,1510,0.0,1991,1991.0,1730,36224
349500.0,3,1.0,1400,3538,1.0,0.0,0.0,3,7,800,600.0,1953,1953.0,1620,6331
245000.0,3,2.5,1730,7442,2.0,0.0,0.0,3,7,1730,0.0,1987,1987.0,1630,6458
592500.0,2,2.0,1420,9191,1.5,0.0,2.0,5,7,1420,0.0,1928,1928.0,1420,6816
385000.0,4,1.75,2360,7620,1.0,0.0,0.0,4,7,1180,1180.0,1955,1955.0,1910,7620
315000.0,3,1.75,1580,11455,1.0,0.0,0.0,4,7,1200,380.0,1974,1974.0,1550,10650
255000.0,3,1.0,1230,10170,1.0,0.0,0.0,3,7,1230,0.0,1979,1979.0,1380,10098
693000.0,4,2.5,2460,4425,2.0,0.0,0.0,3,8,2460,0.0,2006,2006.0,2990,5659
780000.0,3,1.0,1660,4400,1.5,0.0,0.0,3,8,1460,200.0,1911,1911.0,1660,4400
237000.0,3,1.75,1270,8470,1.0,0.0,0.0,4,7,1270,0.0,1960,1960.0,1600,8470
525000.0,3,2.25,2100,40510,2.0,0.0,0.0,3,10,1320,780.0,1979,1979.0,2380,33450
425000.0,2,1.0,770,5040,1.0,0.0,0.0,3,5,770,0.0,1930,1930.0,1330,2580
369900.0,1,0.75,760,10079,1.0,1.0,4.0,5,5,760,0.0,1936,1936.0,1230,14267
290000.0,4,2.5,1700,7280,2.0,0.0,0.0,4,7,1700,0.0,1988,1988.0,1950,7475
285000.0,3,1.0,1120,10701,1.0,0.0,0.0,3,7,1120,0.0,1954,1954.0,1130,6350
415000.0,2,1.0,1070,4500,1.0,0.0,0.0,3,7,1070,0.0,1937,1937.0,1320,4465
272500.0,3,2.5,2070,9900,1.0,0.0,0.0,3,8,1420,650.0,1979,1979.0,2070,8250
436000.0,2,1.0,1040,7538,1.0,0.0,0.0,4,7,1040,0.0,1939,1939.0,1440,7530
210000.0,3,1.0,1700,11390,1.0,0.0,0.0,4,7,1700,0.0,1967,1967.0,1350,8164
236000.0,3,1.0,1300,5898,1.0,0.0,0.0,3,7,1300,0.0,1961,1961.0,1320,7619
331000.0,3,1.75,1080,1306,1.0,0.0,0.0,3,7,580,500.0,1954,2003.0,1440,2225
365000.0,3,2.5,2653,4510,2.0,0.0,0.0,3,8,2653,0.0,2006,2006.0,2653,4927
