price,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,br_2,br_3,br_4,br_5,br_6,br_7,br_8,bath_0.75,bath_1.0,bath_1.25,bath_1.5,bath_1.75,bath_2.0,bath_2.25,bath_2.5,bath_2.75,bath_3.0,bath_3.25,bath_3.5,bath_3.75,bath_4.0,bath_4.25,bath_4.5,bath_4.75,flr_1.5,flr_2.0,flr_2.5,flr_3.0,flr_3.5,con_2,con_3,con_4,con_5,gd_4,gd_5,gd_6,gd_7,gd_8,gd_9,gd_10,gd_11,gd_12,wf_1.0
530000.0,-0.015643817504076944,-0.5203073000788717,1810,0.0,1900,1900.0,-0.9443244488223904,-0.5501659014261617,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
650000.0,1.2186375711344244,-0.47726133232243173,1980,970.0,1979,1979.0,0.5147382341670992,-0.841642819561682,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
395000.0,0.093639741899586,0.9818632155214246,1890,0.0,1994,1994.0,0.11489387157246292,1.055376924108209,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
485000.0,-0.3272554950790925,-0.69040926966477,1600,0.0,1916,1916.0,-0.4011861478718562,-0.7322421119805617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
189000.0,-1.0541672322956799,0.4809582810292605,1200,0.0,1921,1921.0,-1.7464522078860818,-0.47561774374525423,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
230000.0,-0.9510186881390461,0.47001186119674254,1250,0.0,1969,1969.0,-1.1394512974254323,0.3596408374069681,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
385000.0,-0.29586641505822175,-0.48292560181901195,860,760.0,1947,1947.0,-0.851024951862743,-0.5101527376761312,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
285000.0,0.5565549719614705,-0.15064654125409815,2270,0.0,1995,1995.0,0.6617321468025938,0.005977726244656821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
252700.0,-1.3438961443928,0.4509423471069726,1070,0.0,1985,1985.0,-1.2939741193919294,0.27817525314749286,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
329000.0,0.7493696326415076,-0.10647940457925952,2450,0.0,1985,1985.0,0.6037376539722715,-0.0245612209214724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
233000.0,-0.1592499849654592,-0.565608068102259,1710,0.0,1941,1941.0,-1.8388587634413656,-0.59608130313586,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
937000.0,0.7493696326415076,-1.3527947794486572,1750,700.0,1915,1915.0,-0.1144738028492106,-1.0124116201730273,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
667000.0,-0.6646610753378744,-2.104430444567522,1400,0.0,1909,1909.0,0.06339505657024254,-0.8951448185364158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
438000.0,-0.456862798770446,-0.13281370719245258,790,730.0,1948,1948.0,-0.5863328108927564,-0.17017153495306053,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
719000.0,0.870195285133104,0.03275488898149863,2570,0.0,2005,2005.0,1.1783442993838427,-0.2217478367619561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
580500.0,0.6116070068169237,-0.7996991315847255,2320,0.0,2003,2003.0,1.116564911875086,-0.8492253777172376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
280000.0,-1.0753120288887221,-2.4195608988017696,1190,0.0,2005,2005.0,-0.8740975042234161,-2.0869961153327283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
687500.0,0.6224749308719433,-0.47726133232243173,1510,820.0,1929,1929.0,-0.715958675504957,-0.5040897348313851,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
535000.0,-1.2971024284363213,-1.1991771385965473,1090,0.0,1929,1929.0,-0.4821616708542346,-0.48007784678375987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
322500.0,0.311269892535122,-0.07232558761700612,1280,780.0,1981,1981.0,0.32899782345417544,0.33725531404744397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
696000.0,0.589729913900116,-1.1711914053330643,1510,790.0,1930,2002.0,-0.44141926263824616,-1.1492401296786339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
550000.0,-0.23423437308698866,2.266612945273464,930,730.0,1933,1933.0,0.544678982831253,0.7515191280144852,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
640000.0,0.6548010235453193,-0.21959842828934475,2360,0.0,1904,1904.0,-0.16980938824093328,-0.5976897213466273,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
240000.0,-1.012401183080548,0.20015081308248456,890,330.0,1969,1969.0,-1.114403643611733,0.1685941487878263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
605000.0,0.9188825033244963,0.10570720719901727,2620,0.0,1996,1996.0,1.1660829235214256,0.805552799741281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
625000.0,0.870195285133104,-0.33743609861193197,2570,0.0,2000,2000.0,0.9763261752940682,-0.31413054225139847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
775000.0,2.123303532090831,1.7504693276170156,2600,1620.0,1984,1984.0,0.8971761063428463,2.2371315448290536,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
861990.0,1.7182817392028056,-0.3072934077201843,3595,0.0,2014,2014.0,2.2111002375524356,-0.32215700528855956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
685000.0,-0.3750825717914986,-1.5870204407306419,1570,0.0,1922,1922.0,-0.4617260004800547,-1.4702001721550342,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
309000.0,-0.8910920426681976,0.45284628371473035,920,360.0,1959,1959.0,-0.9920083916565623,0.35244475160217487,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
488000.0,1.3923968715954846,0.9371767177928114,3160,0.0,2003,2003.0,1.6552058929163689,0.42356561950609833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
210490.0,-1.5402503082560133,0.2772879132752289,990,0.0,1966,1966.0,-1.2729373956708645,0.3579305860267072,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
785000.0,0.5787199250317194,0.9176142724186968,2290,0.0,1981,1981.0,1.2389601638302568,1.0190083657573694,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
450000.0,-0.9510186881390461,-0.22834034931094202,1250,0.0,1953,1953.0,-2.032033165960042,-0.4741339602180402,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
228000.0,-1.0753120288887221,0.3843260869926964,1190,0.0,1955,1955.0,-1.3741095600811835,0.44504142313531897,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
345000.0,1.3843880267052762,0.37430475360400733,1640,1510.0,1966,1966.0,0.2808382126561766,0.40725628632303723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
600000.0,-0.6466767400042377,-0.7646295070603669,1000,410.0,1950,1950.0,-0.8281166183480624,-0.811687044948337,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
585000.0,0.2111859799821505,0.2809289896124855,990,990.0,1981,1981.0,-0.6721674248663619,-0.05280802891990232,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
920000.0,1.0228024681702172,-0.21959842828934475,2130,600.0,1927,1927.0,1.298455522750438,-0.22828878272603254,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
885000.0,1.1137039414584937,-0.47726133232243173,2830,0.0,1995,1995.0,0.21548353534389406,-0.5040897348313851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
292500.0,0.5341938663150017,-0.6277314588500621,2250,0.0,2008,2008.0,0.6760689512263844,-0.663470397456921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
301000.0,0.7182383750225205,-0.5497507264551117,2420,0.0,2003,2003.0,1.2509475418260143,-0.5816819827118406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
951000.0,1.4633565925856309,1.0119395018663138,3250,0.0,1968,1968.0,1.5588011306204572,0.6946620627791458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
430000.0,0.039588730177065996,0.49892154131475613,1850,0.0,1991,1991.0,0.7045523873057944,0.30605693574456294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
650000.0,0.4193200647031011,1.5665748967915878,1590,560.0,1959,1959.0,1.1040654504517162,1.5074066254600982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
289000.0,-0.9308848091219905,0.25591535701859924,1260,0.0,1954,1954.0,-1.114403643611733,0.34245068441373827,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
505000.0,0.8195485862879757,0.3038822399550765,2519,0.0,1973,1973.0,1.0151830730390143,0.4668536688547,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
549000.0,-0.4238324140816205,-2.6909195545055398,1540,0.0,2014,2014.0,-0.4617260004800547,-1.2321103261823327,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
425000.0,-0.23423437308698866,-0.21959842828934475,1110,550.0,1979,1979.0,-0.7603539624165798,-0.811687044948337,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
317625.0,1.059556402691326,-0.8617614603050755,1770,1000.0,1925,1925.0,-0.7603539624165798,-0.841642819561682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
975000.0,1.0135298396082237,0.6432942347503208,2720,0.0,1989,1989.0,1.3219491107937538,0.6953467670793934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
287000.0,0.5229386653111843,-0.5804286285455732,2240,0.0,2005,2005.0,0.6343150170379827,-0.6444296515258602,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
204000.0,-1.5148552357281513,0.7682001917161462,1000,0.0,1968,1968.0,-1.9019707320326436,0.8982487554890765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
325000.0,-0.9308848091219905,-0.31407633788324574,1260,0.0,1972,1972.0,-0.3417640181712106,-0.5832751552495283,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
571000.0,1.0412462613553717,0.15245121702876593,2250,500.0,1916,1916.0,-0.6075778205121486,0.16995110669172056,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
360000.0,0.6761242593494419,-0.47726133232243173,2380,0.0,2005,2005.0,0.910503691727011,-0.5040897348313851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
832500.0,1.5995637930317843,2.2768763576526085,2390,1040.0,1986,1986.0,1.8497119280790915,2.4403861504864643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
380000.0,-0.0864268338228386,0.05755765855425672,880,880.0,1956,1956.0,-0.26420346343638945,0.10926430200426429,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
480000.0,-1.415752790830741,-0.46040347818736577,1040,0.0,1941,1941.0,-2.309073527632358,-0.4860451806944524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
410000.0,-0.6466767400042377,-0.46040347818736577,910,500.0,1956,1956.0,-1.540626377892163,-0.30773989510669186,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
720000.0,1.6142544649216901,2.4502303089440063,3450,0.0,2002,2002.0,1.957171620651736,2.632033068521085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
390000.0,0.6440715448014549,-0.4492755990589486,2350,0.0,2003,2003.0,0.8160304487124032,-0.3980700318643931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
360000.0,0.1069737488186591,-0.24598810946981825,1900,0.0,1992,1992.0,0.08065304575383406,-0.12947890382923177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
355000.0,0.261723433558343,-0.059438550982819076,1010,1010.0,1948,1948.0,-0.18846803337274975,-0.05685453294150009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
356000.0,-0.2039730719054031,0.3074555246590585,1680,0.0,1964,1964.0,0.04604403195512023,0.3505543919092209,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
315000.0,-1.618003779884785,-0.0776412989452318,960,0.0,1952,1952.0,-0.4821616708542346,0.0481423369304947,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
940000.0,0.407540143845364,-0.941514234563458,1900,240.0,1925,1925.0,0.32899782345417544,-0.5658418674563267,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
305000.0,0.9571679092089359,0.25591535701859924,2660,0.0,1961,1961.0,-0.44141926263824616,0.2377752327940146,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
461000.0,1.059556402691326,-0.15559027878808157,1980,790.0,2006,2006.0,0.1318786459287258,0.07849749360343636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
215000.0,-0.31151221394777107,-1.7442082173675695,1610,0.0,1979,1979.0,0.21548353534389406,-1.8713867116489977,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
335000.0,-1.4401663957030417,-2.661448217646378,765,265.0,2006,2006.0,-1.8388587634413656,-2.7863080129172757,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
243500.0,0.2111859799821505,0.07735843608885265,1980,0.0,1988,1988.0,0.2646235321596418,0.11127991480708625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1100000.0,1.6650094544153253,-0.13880716632596823,3520,0.0,2001,2001.0,1.0408294818114463,-0.16653665010109098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
153000.0,-1.0541672322956799,0.5712692650200151,1200,0.0,1962,1962.0,-0.968078115834081,0.6182516365190909,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
430000.0,-0.3590394166426793,-0.47726133232243173,1290,290.0,1939,1939.0,-0.4821616708542346,-0.663470397456921,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
700000.0,-0.3590394166426793,-0.47726133232243173,1290,290.0,1939,1939.0,-0.4821616708542346,-0.663470397456921,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
905000.0,1.501934264787843,0.5372138015348908,2390,910.0,1946,1991.0,0.21548353534389406,-0.21698573747511918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
247500.0,0.18553308505240243,1.138081167403103,1960,0.0,1967,1967.0,-0.13281349504126086,1.2186805100593205,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
199000.0,-1.13982928142124,-0.12839043801806568,1160,0.0,1975,1975.0,-1.4562912315773477,-0.13066025272543813,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
314000.0,-0.015643817504076944,2.523680928924154,1210,600.0,1980,1980.0,-0.32219795626671177,4.481982667848503,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
